GENE	Sample1	Sample2
TXNDC2	0	0
NME8	0	0
TXNDC5	17.0445	144.9183
NME9	0	0
TXNDC8	0	0
TXNDC9	59.8251	57.41924
TXNIP	1761.913	1824.33508512
TXNL1	131.61	87.9737
TXNL4A	35.6917	43.3193
TXNL4B	59.1829	0
TXNRD1	45.2275	37.57495487
TXNRD2	38.1484	8.7130365
TXNRD3	0	0
TXN	366.148	104.615
TYK2	198.055	46.4056
TYMP	780.895	536.71162104
TYMS	0	0
TYRO3	0	0
TYROBP	1381.054	1528.818
TYRP1	0	0
TYR	0	0
TYSND1	13.2551	8.52887
TYW1B	0	0
TYW1	33.9693160745	15.606940258055
TYW3	7.28454	0
T	0	0
U2AF1L4	39.1384	23.7776
U2AF1	97.9675	70.798
U2AF2	178.593	72.96669
UACA	3.46563	3.80398
UAP1L1	28.976	10.1626
UAP1	20.2886	21.0762
UBA1	102.509	92.0104
UBA2	26.3485	79.7067
UBA3	44.8561	9.20456
UBA52	366.1372	610.955
UBA5	29.5529	27.84433
UBA6	3.51073	9.80854
UBA7	188.608	34.3159
UBAC1	102.853	17.6086
UBAC2	76.7542	50.2268
UBAP1	55.542	51.4774
UBAP2L	203.4303060368	57.1144
UBAP2	10.6896	6.50534
UBASH3A	52.4285	45.4891
UBASH3B	16.369	9.33621
UBB	482.916	886.006847509
UBC	1202.68	1961.604
UBD	0	0
UBE2A	80.48567	52.0427
UBE2B	35.6121	37.1868
UBE3D	7.14801	0
UBE2C	0	0
UBE2D1	17.6568	49.1822
UBE2D2	69.2725	67.6049
UBE2D3	319.2292	283.355400989359
UBE2D4	0	0
UBE2DNL	0	0
UBE2E1	17.493	51.8365
UBE2E2	0	0
UBE2E3	35.8944	84.2658
UBE2F	40.050152	79.9279
UBE2G1	38.1323	26.9354
UBE2G2	73.5545	78.3038
UBE2H	8.88515	24.7433
UBE2I	216.3802	146.113
UBE2J1	32.871	30.9546
UBE2J2	20.9417	43.4501
UBE2K	18.01004982157	12.7732923975799
UBE2L3	107.7449	60.6745
UBE2L6	158.777779	79.2675296
UBE2M	80.2898	75.9746
UBE2NL	0	0
UBE2N	27.5977	57.5647
UBE2O	33.9743	11.7386
UBE2Q1	35.9375	60.477
UBE2Q2P1	0	0
UBE2Q2	42.589019	29.43311
UBE2QL1	0	0
UBE2R2	41.0617	61.7174
UBE2S	0	42.0292
UBE2T	29.0483	0
UBE2U	0	0
UBE2V1	111.406	115.252
UBE2V2	0	32.5827
UBE2W	0	4.15261
UBE2Z	45.0729	36.8213
UBE3A	10.124515178	32.234950253571
UBE3B	65.33822	30.5998
UBE3C	56.5677	52.4911
UBE4A	14.858784	7.930975
UBE4B	4.2096100632922	48.5397
UBFD1	9.24822	9.83334
UBIAD1	6.30634	22.1919
UBL3	10.5343	29.7872
UBL4A	51.2622	49.6796
UBL4B	0	0
UBL5	376.621	164.185
UBL7	69.5321	108.1054
UBLCP1	39.385	27.7624
UBN1	11.3969	27.0238
UBN2	6.48226	1.11417
UBOX5	10.329	0
UBP1	68.2085640269	39.0522
UBQLN1	71.5039	63.4439
UBQLN2	36.0745	14.7702
UBQLN3	0	0
UBQLN4	40.2112124329	37.671000190294
UBQLNL	0	0
UBR1	5.8251	4.90979
UBR2	117.1158	15.54874
UBR3	18.69186	19.93000185672
UBR4	55.61517586	111.14103
UBR5	28.27991	10.27163
UBR7	6.98989	49.0528
UBTD1	0	31.8263
UBTD2	7.7085	0
UBTFL1	0	0
UBTF	80.5817	95.1265436
UBXN10	7.82854	0
UBXN11	298.97	60.7384
UBXN1	149.98576964	212.516915615
UBXN2A	0	0
UBXN2B	20.1581	19.7241
UBXN4	68.6318	32.2822
UBXN6	73.5798	79.6405
UBXN7	24.9289	17.42946
UBXN8	0	0
UCA1	0	0
UCHL1	0	0
UCHL3	0	22.2867
UCHL5	22.6989	22.2351
UCK1	11.475	23.710578
UCK2	0	0
UCKL1	79.974949765	0
UCMA	0	0
UCN2	0	0
UCN3	0	0
UCN	0	0
UCP1	0	0
UCP2	486.473	611.062
UCP3	10.5659	0
UEVLD	0	0
UFC1	204.081	179.098
UFD1L	41.8803	47.5837
UFM1	174.5483	12.5414
UFSP1	0	0
UFSP2	0	20.820060851
UGCG	0	0
UGDH	14.5356	10.8855803946
UGGT1	29.815732331	7.76371151413
UGGT2	15.7605	0
UGP2	37.9303	77.9947
UGT1A10	0	0
UGT1A1	0	0
UGT1A3	0	0
UGT1A4	0	0
UGT1A5	0	0
UGT1A6	0	0
UGT1A7	0	0
UGT1A8	0	0
UGT1A9	0	0
UGT2A1	0	0
UGT2A3	0	0
UGT2B10	0	0
UGT2B11	0	0
UGT2B15	0	0
UGT2B28	0	0
UGT2B4	0	0
UGT2B7	0	0
UGT3A1	0	0
UGT3A2	0	0
UGT8	0	0
UHMK1	0	37.346
UHRF1BP1L	22.1278	19.53085
UHRF1BP1	14.44892707	6.49859
UHRF1	5.6492	0
UHRF2	46.3816	18.88947
UIMC1	0	52.9812
ULBP1	0	0
ULBP2	0	0
ULBP3	0	0
ULK1	26.1485	15.4636
ULK2	17.6885	8.31386
ULK3	64.0307	6.56408
ULK4	0	0
UMODL1	0	0
UMOD	0	0
UMPS	30.672	0
UNC119B	4.74208	6.71943
UNC119	182.939	77.8634
UNC13A	0	1.59297
UNC13B	0	0
UNC13C	0	0
UNC13D	86.7264	36.8565
UNC45A	45.9666	31.9737
UNC45B	0	0
UNC50	0	15.0915
UNC5A	0	0
UNC5B	0	0
UNC5CL	23.3616	0
UNC5C	0	0
UNC5D	0	0
UNC80	0	0
UNC93A	0	0
UNC93B1	122.462	35.3287
UNCX	0	0
UNG	11.7004569742	8.05090188166
UNKL	59.8698	0
UNK	28.3401	31.1652
UPB1	0	0
PLEKHD1	0	0
UPF1	68.964966	16.9403034
UPF2	7.06581	18.752030765
UPF3A	50.4028	36.2084
UPF3B	20.14080880255	6.9763600710338
UPK1A	0	0
UPK1B	0	0
UPK2	0	0
UPK3A	0	16.4102
UPK3BL	0	0
UPK3B	16.0696	0
UPP1	82.5758	34.63229
UPP2	0	0
UPRT	0	18.18243
UQCC1	18.57008	0
UQCR10	86.127	55.3654
UQCR11	98.9708	79.0717
UQCRB	35.5561	65.9768
UQCRC1	72.1399	173.446
UQCRC2	140.96221520611	195.238
UQCRFS1	61.5299	95.3132
UQCRHL	0	0
UQCRH	175.334	235.873
UQCRQ	15.3663	41.6613
URB1	6.22349	4.45998
URB2	4.0454069	0
URGCP	25.6930437	0
URM1	108.387	72.6654
UROC1	0	0
UROD	35.7493	61.1253
UROS	45.6823	48.8795
USE1	41.3086	39.6556
USF1	177.5590250048	9.32259
USF2	269.6438	181.19044596
USH1C	0	0
USH1G	0	0
USH2A	0	0
USHBP1	10.1202	0
USMG5	207.898	103.972
USO1	45.04329615	22.631562618
USP10	31.17633	86.2752
USP11	56.2927	4.93708
USP12	0	6.95815
USP13	12.8193	8.78012
USP14	0	27.48413233
USP15	126.7639	24.32
USP16	94.61540633483	17.0355
USP17L2	0	0
USP17L6P	0	0
USP17L9P	0	0
USP18	0	8.06308
USP19	83.3133098	8.00792
USP1	33.8374	24.6723
USP20	80.4946002	26.886489455
USP21	64.2235	14.7914
USP22	86.676	55.1683
USP24	28.9973	6.3897
USP25	32.10700242249	22.7625
USP26	0	0
USP27X	0	6.04097
USP28	50.28639	13.0935
USP29	0	0
USP2	0	0
USP30	12.2971	8.66049
USP31	0	0
USP32	16.074	10.4882
USP33	19.4758	16.92803
USP34	83.8547119209	54.16348
USP35	9.15356	0
USP36	116.1937	25.5957
USP37	2.89501	18.2203592217
USP38	27.743	15.5447
USP39	35.0272	88.913
USP3	100.2614	65.068634
USP40	0	5.97106
USP42	13.3424	11.08673
USP43	6.32618	0
USP44	6.9591	4.88431
USP45	7.08898	0
USP46	5.6845561771	0
USP47	26.67913	31.93571
USP48	55.84366163	7.701998852
USP49	7.29897	0
USP4	52.8271	40.7019
USP50	0	0
USP51	0	0
USP53	24.27382	7.92503
USP54	13.5441	4.39449
USP5	44.7236	26.1035
USP6NL	5.06571	0
USP6	0	2.64329
USP7	74.96087	62.1714
USP8	21.7604	25.68245
USP9X	14.557195	15.601394
USP9Y	9.80413	0
USPL1	5.88519	22.9257
UST	0	0
UTF1	0	0
UTP11L	31.6586	24.8913
UTP14A	10.1211	24.3601
UTP14C	4.26727	25.74474
UTP15	6.62955	0
UTP18	38.2143	34.9097
UTP20	33.64117	1.78497
UTP23	18.7268	17.578
UTP3	22.9636	39.5381
UTP6	59.1822	11.4848
UTRN	27.011	12.92
UTS2B	0	0
UTS2R	0	0
UTS2	0	6.49973
UTY	9.26371	0
UVRAG	11.7766	47.66597
UXS1	23.4257	40.9135
UXT	257.522	182.561
VAC14	59.2641	4.49325
VAMP1	68.389	0
VAMP2	132.09	167.11
VAMP3	64.4731	44.5391
VAMP4	11.18193	7.25812
VAMP5	42.5809	25.979
VAMP7	36.2542	51.5604
VAMP8	111.439	277.494
VANGL1	0	11.4519
VANGL2	0	0
VAPA	10.555100673757	9.39654
VAPB	6.98768	19.8475
VARS2	14.4311	4.94777
VARS	131.5714	30.173660337
VASH1	12.7234	0
VASH2	0	0
VASN	8.31406	0
VASP	391.8461	255.5256
VAT1L	0	0
VAT1	33.8673	52.9034
VAV1	129.047	52.4855
VAV2	11.7502	10.2448
VAV3	9.57160223564	15.6877
VAX1	0	0
VAX2	0	0
VBP1	44.93213	10.168755
VCAM1	0	0
VCAN	359.498764	316.519
VCL	98.5618	42.45854
VCPIP1	11.0204	3.93726
VCP	102.5134	90.66979
VCX2	0	0
VCX3A	0	0
VCX3B	0	0
VCX	0	0
VCY	0	0
VDAC1	39.9502	81.9263
VDAC2	81.5929	77.126
VDAC3	86.2374	58.007
VDR	0	3.475800193329
VEGFA	0	5.84024
VEGFB	50.8218	99.2759
VEGFC	0	0
VENTXP1	0	0
VENTX	39.0547	0
VEPH1	0	11.8683
VEZF1	90.5169	34.8945
VEZT	77.013393	10.6252
VGF	0	0
VGLL1	0	0
VGLL2	0	0
VGLL3	0	0
VGLL4	9.9484	5.10571
VHLL	0	0
VHL	48.8016	16.5422
VIL1	0	0
VILL	19.86483	16.80676
VIM	1029.1200445966	2007.564
VIPAS39	9.43468	6.97332
VIPR1	34.89582548	48.6215912385
VIPR2	6.18646	0
VIP	0	0
VIT	0	0
VKORC1L1	12.2292	0
VKORC1	59.6637	118.144
VLDLR	0	0
VMA21	9.74102	13.7953
VMAC	43.5858	0
VMO1	0	0
VN1R1	0	0
VN1R2	0	0
VN1R4	0	0
VNN1	0	4.2161
VNN2	148.1452	25.3122
VNN3	0	0
VOPP1	33.9192	76.8775
VPRBP	19.90658	29.85827
VPREB1	0	0
VPREB3	0	0
VPS11	34.0248	20.2099
VPS13A	18.570468602	1.59886551035
VPS13B	14.7635883	5.17174647
VPS13C	44.6800636	25.0348253892
VPS13D	16.943278	11.50774
VPS16	57.579	31.4645
VPS18	17.7027	12.4805
CHMP3	76.12990414598	37.2997
VPS25	46.3491	0
VPS26A	45.8817	6.38077
VPS26B	18.8438	44.2121
VPS28	334.5732	130.542
VPS29	140.8177756	135.3117
VPS33A	59.1424	0
VPS33B	0	0
VPS35	35.2502	24.7312
VPS36	41.3883	25.6107
VPS37A	24.5193	3.5864700449358
VPS37B	25.5275	35.6004
VPS37C	17.3725	0
VPS37D	0	0
VPS39	66.090225	27.0591698
VPS41	45.0514	21.42834
VPS45	24.84919735	8.22479
VPS4A	87.1925	97.8178
VPS4B	61.6238	38.863386
VPS52	31.5374	6.48162
VPS53	11.5554	21.78424
VPS54	17.40797895	8.73696
VPS72	56.3087	25.0959
VPS8	23.9103	6.92501
VRK1	14.2112	19.3559
VRK2	25.22920290168	8.647220205904
VRK3	51.8482	0
VSIG10L	0	0
VSIG10	0	0
VSIG1	7.59483	5.19695
VSIG2	22.6989	14.9388
VSIG4	0	0
VSIG8	0	0
VSNL1	0	0
VSTM1	28.414	16.5289
VSTM2A	0	0
VSTM2B	0	0
VSTM2L	0	0
VSX1	0	0
VSX2	0	0
VTA1	26.6423	18.21
VTCN1	0	0
VTI1A	5.77355	0
VTI1B	96.0047	101.158
VTN	0	0
VTRNA1-1	0	325.795
VTRNA1-2	0	0
VTRNA1-3	0	0
VWA1	0	0
VWA2	0	0
VWA3A	0	0
VWA3B	0	0
VWA5A	6.75714	8.84813
VWA5B1	6.28927	0
VWA5B2	0	0
VWC2L	0	0
VWC2	0	0
VWCE	0	0
VWDE	0	0
VWF	0	0
WAC	151.8888	87.42581
WAPL	44.7337400022	27.07861258012
WARS2	8.89229	18.5718
WARS	205.4277	174.3342
WASF1	0	0
WASF2	151.3968	202.3285
WASF3	0	0
WASH5P	17.6992	0
WASL	5.17717	0
WAS	197.204	62.9467
WBP11P1	0	0
WBP11	61.2852	36.5913
WBP1	87.5603078	86.0174
WBP2NL	0	0
WBP2	99.34733636145	129.359
WBP4	10.4215	7.20905
WBP5	0	0
WBSCR16	27.7184	20.6232
WBSCR17	0	0
WBSCR22	134.1088	54.2338
WBSCR27	0	0
WBSCR28	0	0
WDFY1	14.8769	10.5304
WDFY2	18.1183	0
WDFY3	12.4902	4.48538
WDFY4	15.693	32.71033
WDHD1	0	0
WDR11	102.8575162437	20.5467
WDR12	20.7161	0
WDR13	45.4553	20.2804
CFAP52	0	0
WDR17	4.88571	0
WDR18	34.1752	44.6565
WDR19	8.96366	0
WDR1	294.6196	206.87
WDR20	0	0
WDR24	7.32556	0
WDR25	0	0
WDR26	103.703	62.57547993
WDR27	16.62209	0
WDR31	0	0
WDR33	21.6443995	5.13164
WDR34	0	9.49414
WDR35	0	0
WDR36	10.47730426852	2.48761
WDR37	94.9153	10.7474
WDR38	0	0
WDR3	24.05672	0
WDR41	9.880086	13.700887
WDR43	19.776	23.1692
WDR44	6.43663	13.5828
WDR45B	45.977089977	44.7547179729
WDR45	53.6781	60.6105
WDR46	93.1384	19.77876
WDR47	9.86822	4.25536
WDR48	26.644700909475	17.57800151443
WDR49	0	0
WDR4	12.0774	32.9405
CFAP44	0	0
WDR53	15.539	52.6249
WDR54	22.7456	14.9667
WDR55	60.6198	7.42781
WDR59	48.02106	31.2748
WDR5B	0	0
WDR5	37.8306	21.1871
WDR60	24.3831	8.59533
WDR61	146.8465	28.0933
WDR62	0	0
WDR63	0	0
WDR64	0	0
CFAP57	0	0
WDR66	0	0
TBC1D31	0	0
DAW1	12.7161	0
WDR6	93.6047	55.3262
WDR70	22.4053	38.6215
WDR72	0	0
WDR73	80.8032	13.3658
WDR74	72.4946	27.560800221471
WDR75	33.4555	7.69088
WDR76	20.6641	6.46328
WDR77	21.3768	22.1564
WDR78	0	0
WDR7	13.2037	6.72633198358
WDR81	32.33259	11.29287
WDR82	93.2007	80.6249
WDR83	21.0767	0
DPH7	71.5565	72.2693
WDR86	0	0
WDR87	0	0
WDR88	0	0
WDR89	14.922982622	5.22581523352
WRAP73	36.42593	19.4029
WDR90	20.951599	0
WDR91	23.822	12.3552
WDR92	0	7.28788
WDR93	0	0
WDSUB1	0	10.5807
WDTC1	68.0704	40.5223
WDYHV1	0	0
WEE1	0	9.67408
WEE2	0	0
WFDC10A	0	0
WFDC10B	0	0
WFDC11	0	0
WFDC12	0	0
WFDC13	0	0
WFDC1	0	0
WFDC2	0	0
WFDC3	0	0
WFDC5	0	0
WFDC6	0	0
WFDC8	0	0
WFDC9	0	0
WFIKKN1	4.67394	0
WFIKKN2	0	0
WFS1	0	0
WHAMM	10.7546	7.59893
WHSC1L1	22.990240200376	35.98922
WHSC1	19.4894211724781	14.9184
NELFA	38.1949	9.61398
PYM1	28.5239	49.177
WIF1	0	0
WIPF1	173.062	126.9777132819
WIPF2	35.6495344	44.635600112889
WIPF3	0	0
WIPI1	24.88111	0
WIPI2	44.37298830782	58.8075650161
WISP1	0	0
WISP2	0	0
WISP3	0	0
WIZ	27.2979	15.425
WLS	0	7.93114
WNK1	158.14125	56.5241
WNK2	0	0
WNK3	0	0
WNK4	0	0
WNT10A	9.92133	6.87737
WNT10B	0	0
WNT11	0	0
WNT16	0	0
WNT1	0	0
WNT2B	0	0
WNT2	0	0
WNT3A	0	0
WNT3	0	0
WNT4	0	0
WNT5A	0	0
WNT5B	0	0
WNT6	0	0
WNT7A	0	9.60821
WNT7B	6.26348	0
WNT8A	0	0
WNT8B	0	0
WNT9A	0	0
WNT9B	0	0
WRAP53	39.698787	9.0482454
WRB	22.7456	11.3222
WRNIP1	36.4033	37.9816
WRN	0	4.51736
WSB1	236.316927	27.2866
WSB2	28.8579	31.3276
WSCD1	0	0
WSCD2	0	0
WT1	0	0
WTAP	106.5451	44.187
WTIP	0	0
WWC1	0	0
WWC2	0	3.82475
WWC3	7.5966	10.8077
WWOX	55.3724	7.52445
WWP1	27.9463	54.8113
WWP2	26.49581	59.6523371004
WWTR1	0	0
XAB2	52.9071	42.9849
XAF1	97.3226	25.6761
XAGE2	0	0
XAGE3	0	0
XAGE5	0	0
XBP1	110.13183	137.593
XCL1	0	13.6394
XCL2	0	0
XCR1	0	0
XDH	0	0
XG	0	0
XIAP	15.1525	7.4453
XIRP1	0	0
XIRP2	0	0
XIST	0	8.23176
XKR3	0	0
XKR4	0	0
XKR5	0	0
XKR6	6.12304	4.31273
XKR7	0	0
XKR8	10.9911	15.1702
XKR9	7.60447	0
XKRX	0	0
XK	0	3.17687
XPA	0	33.8229
XPC	19.239643	18.047863
XPNPEP1	43.79436	27.712
XPNPEP2	6.93945	0
XPNPEP3	34.3775	0
XPO1	66.91922	54.9743
XPO4	9.08532	41.94342
XPO5	16.9579	9.03019
XPO6	72.4125	62.2121
XPO7	33.137614516	13.41629811668
XPOT	29.7345	16.7672
XPR1	14.11149	9.61398
XRCC1	35.6099	33.2962
XRCC2	0	0
XRCC3	46.111294670342	0
XRCC4	19.1266	18.9807
XRCC5	121.295	151.487
XRCC6BP1	0	0
XRCC6	233.717000147212	203.9412
XRN1	13.413	16.9454354
XRN2	60.5185	61.4143
XRRA1	26.3504	5.58016
XYLB	0	0
XYLT1	16.851	6.89071
XYLT2	20.5795	4.54819
YAF2	0	4.08265
YAP1	0	0
YARS2	22.6113	15.163
YARS	70.9672	42.9396
YBX1	538.157	942.32
YBX2	0	0
YDJC	0	57.6031
YEATS2	27.8209	4.95441
YEATS4	17.8602	0
YES1	0	0
YIF1A	48.4578	86.8213
YIF1B	54.51682694592	88.1075
YIPF1	59.4418	33.0085
YIPF2	16.33772	11.03103
YIPF3	78.74627106	85.265891135
YIPF4	0	0
YIPF5	8.36136	5.08622
YIPF6	0	0
YIPF7	0	0
YJEFN3	0	0
YKT6	61.5043	36.7173
YLPM1	20.34125	12.720956
YME1L1	46.0906	57.2993
YOD1	0	2.5731374
YPEL1	35.27	3.81763
YPEL2	43.4865	12.3446
YPEL3	139.2087	215.494
YPEL4	0	0
YPEL5	56.7899	36.2084
YRDC	13.0847	26.8564
MAP3K19	0	0
YTHDC1	36.5698508	13.014930383
YTHDC2	28.8271	2.56541
YTHDF1	62.4295	19.9889
YTHDF2	49.9876	37.51153078
YTHDF3	22.0900954	13.127300762522
YWHAB	200.841	394.503
YWHAE	131.7040308901	76.59840164671
YWHAG	61.4174	8.65112
YWHAH	15.8736	64.2471
YWHAQ	54.765200596028	120.96
YWHAZ	280.13800279848	396.654468
YY1AP1	64.181176154	37.592
YY1	45.2066	88.066
YY2	22.7456	0
ZACN	0	0
ZADH2	8.51975	6.04859
ZAN	0	0
ZAP70	652.335	107.541
ZAR1L	0	0
ZAR1	0	0
ZBBX	0	0
ZBED1	16.2245416927	23.84690160008
ZBED2	0	0
ZBED3	0	0
ZBED4	22.9709	9.35806
ZBED5	44.2741	0
ZBP1	41.1726	13.6627
ZBTB10	0	6.8052
ZBTB11	4.44924	12.6247
ZBTB12	0	0
ZBTB16	21.0413	14.5492
ZBTB17	42.5314948	12.7209
ZBTB1	46.1201	28.63076904
ZBTB20	0	0
ZBTB22	70.2906	24.6478965
ZBTB24	20.11818	66.8851
ZBTB25	17.1636	31.4508
ZBTB26	12.5431	0
ZBTB2	15.0499	21.0754
ZBTB32	0	0
ZBTB33	8.736810543114	9.29972
ZBTB34	3.4478	0
ZBTB37	0	0
ZBTB38	9.09077	15.1388
ZBTB39	3.67157	0
ZBTB3	0	0
ZBTB40	36.8251	1.92272
ZBTB41	0	0
ZBTB42	0	4.46191
ZBTB43	7.759150150496	0
ZBTB44	23.29287	12.0535
ZBTB45	11.1015	7.65774
ZBTB46	0	0
ZBTB47	5.45553	0
ZBTB48	69.91397	14.4376
ZBTB49	33.0698	0
ZBTB4	15.472162396	41.2607290207
ZBTB5	4.91379	3.47883
ZBTB6	0	3.94374
ZBTB7A	36.7215106139	25.961000106975
ZBTB7B	135.6667	49.34260275724
ZBTB7C	0	0
ZBTB8A	0	0
ZBTB8B	0	0
ZBTB8OS	42.9948	52.3835
ZBTB9	0	0
ZC3H10	0	0
ZC3H11A	65.1696	38.2491
ZC3H12A	34.4474	13.2863
ZC3H12B	0	0
ZC3H12C	11.5117	0
ZC3H12D	0	13.7017
ZC3H13	27.65276	27.3365
ZC3H14	16.4638326852	28.34222
ZC3H15	33.4218	46.101
ZC3H18	43.2443027665	32.3524
ZC3H3	35.3178	14.8663
ZC3H4	38.7171	18.4613
ZC3H6	11.6484	6.0205
ZC3H7A	11.5417	23.84075223855
ZC3H7B	34.7941	19.2451
ZC3H8	0	10.288
ZC3HAV1L	0	0
ZC3HAV1	105.4933	65.1491
ZC3HC1	0	0
ZC4H2	11.9793	8.23325
ZCCHC10	11.2083	0
ZCCHC11	23.39276	7.80726
ZCCHC12	0	0
ZCCHC13	0	0
ZCCHC14	18.514	0
ZCCHC16	0	0
ZCCHC17	60.7478	55.8596
ZCCHC18	0	0
ZCCHC24	4.62411	0
ZCCHC2	42.7687	11.65
ZCCHC3	46.7029	17.7344
ZCCHC4	0	0
ZCCHC5	0	0
ZCCHC6	28.48294108765	10.125218
ZCCHC7	0	27.348810670887
ZCCHC8	34.51708	6.72696
ZCCHC9	0	59.0783
ZCRB1	39.0923	8.91719
ZCWPW1	44.9155	27.1706
ZCWPW2	0	12.9022
ZDBF2	0	0
ZDHHC11	11.1913	0
ZDHHC12	66.5265	87.7477
ZDHHC13	20.6677	7.15103
ZDHHC14	14.615	5.94222
ZDHHC15	0	0
ZDHHC16	31.4314	21.2739
ZDHHC17	14.3462	13.5499
ZDHHC18	44.3944	20.7339
ZDHHC19	0	0
ZDHHC1	0	16.332
ZDHHC20	51.6216106866	34.728600240459
ZDHHC21	7.25111	0
ZDHHC22	0	0
ZDHHC23	0	0
ZDHHC24	18.8817	47.09884
ZDHHC2	11.4446	16.1492
ZDHHC3	35.377	12.47078804
ZDHHC4	18.6745	49.9567
ZDHHC5	40.9557	33.5548
ZDHHC6	68.969209	22.7766722
ZDHHC7	95.327	74.576
ZDHHC8	75.93691	5.74996
ZDHHC9	8.044930369	0
ZEB1	21.1116	15.7287
ZEB2	77.522001564	36.13193
ZER1	10.6922	15.1117
ZFAND1	67.1312	37.553008792
ZFAND2A	29.3178	37.6045
ZFAND2B	67.5253	25.8461
ZFAND3	27.7752	29.2433
ZFAND5	50.9210986	30.9766
ZFAND6	33.9392	40.9415
ZFAT-AS1	0	0
ZFAT	13.4753	9.20456
ZFC3H1	31.5428	6.74999
ZFHX3	6.63671	6.32443
ZFHX4	0	0
ZNF106	61.5204344592553	34.5397
ZNF112	0	0
ZFP14	12.2625887	0
ZBTB14	13.8096	14.5419
ZFP1	0	0
ZFP28	5.61336	0
ZFP2	0	0
ZFP30	7.93856	0
ZFP36L1	198.8958	107.61
ZFP36L2	411.641	456.65
ZFP36	221.267	339.572
ZFP37	0	0
ZFP3	18.2485	0
ZFP41	9.53526	15.4043
ZFP42	0	0
ZFP57	0	7.91936
ZFP62	0	12.3013
ZFP64	19.02751	15.7392
ZFP82	0	0
ZFP90	15.6598	3.69075
ZFP91	30.5607	18.58488
ZFP92	0	0
ZFPL1	53.4943	23.9319
ZFPM1	14.296	10.0258
ZFPM2	0	0
ZFR2	0	0
ZFR	112.4827	31.93036
ZFX	14.8469	36.21112
ZFYVE16	10.1477	5.54081
ZFYVE19	11.533151	10.7731
ZFYVE1	26.75213957	12.4149
RBSN	10.4067	9.88432
ZFYVE21	0	24.0037
ZFYVE26	14.95089	3.57872
ZFYVE27	42.3665	35.7374
ZFYVE28	28.9403200719236	4.02816
ZFYVE9	0	0
ZFY	4.80492	0
ZG16B	0	0
ZG16	0	0
ZGLP1	0	0
ZGPAT	92.6995	76.559
ZHX1	13.9014011219844	3.28451
ZHX2	15.749	3.7113
ZHX3	2.99579	2.09911
ZIC1	0	0
ZIC2	0	0
ZIC3	0	0
ZIC4	0	0
ZIC5	0	0
ZIK1	0	13.0054
ZIM2	0	0
ZIM3	0	0
ZKSCAN1	50.613	28.3055
ZKSCAN2	3.168584	0
ZKSCAN3	13.1313	0
ZKSCAN4	14.4716	0
ZKSCAN5	0	3.92535
ZMAT1	22.6293	4.70749
ZMAT2	113.311	54.6757
ZMAT3	0	7.11287
ZMAT4	0	7.32124
ZMAT5	28.6718	21.30863
ZMIZ1	50.0552	15.758252
ZMIZ2	143.0825	15.2538
ZMPSTE24	22.0644	10.3068
ZMYM1	0	0
ZMYM2	13.8899371357	15.7622339980151
ZMYM3	37.64564	11.7544827
ZMYM4	12.91747966	9.212380794
ZMYM5	20.605524	0
ZMYM6	31.9148	22.60895
ZMYND10	0	0
ZMYND11	42.30750140721	19.21645
ZMYND12	0	0
ZMYND15	0	0
MSS51	5.46777	5.69875
ZMYND19	18.0644	12.1109
ZMYND8	13.0827	21.95365
ZNF100	20.6312231	3.647813463
ZNF101	0	34.2575
ZNF107	21.7347	6.16992
ZNF10	0	7.35097
ZNF114	0	0
ZNF117	15.37329	0
ZNF121	0	0
ZNF124	0	0
ZNF12	19.8092	7.01102
ZNF131	20.8188	33.93634
ZNF132	0	0
ZNF133	0	0
ZNF134	11.0295	7.27462
ZNF135	0	0
ZNF136	8.20002	5.72526
ZNF138	9.92579	6.88033
ZNF140	7.98684	5.58141
ZNF141	0	10.0426
ZNF142	4.686711124	5.4709768
ZNF143	16.3455	5.70688
ZNF146	55.39870697	13.0047755185
ZNF148	9.497924789727	30.857472963
ZNF14	7.85077	10.9789
ZNF154	9.07098	0
ZNF155	0	6.28055
ZNF157	0	0
ZNF160	27.1854	3.83683
ZNF165	0	10.1124
ZKSCAN7	0	4.724171372
ZNF169	0	0
ZNF16	0	0
ZNF174	15.4846	0
ZNF175	0	0
ZNF177	0	0
ZNF17	17.4685274921	0
ZNF180	7.62761	5.33847
ZNF181	8.94624	6.22676
ZNF182	20.23306	0
ZNF184	0	0
ZNF185	14.4975	10.1628
ZSCAN26	0	7.39914
ZNF189	14.8532494026	0
ZNF18	20.72863	7.17168
ZKSCAN8	8.47834240614	6.02041238021
ZSCAN9	15.16610066652	10.288
ZNF195	43.2976	0
ZNF197	10.562	11.1989
ZNF19	0	0
ZNF200	7.29174	0
ZNF202	11.4683	0
ZNF205	0	0
ZNF207	156.3866	102.732
ZNF208	0	0
ZNF20	0	0
ZNF211	23.71438	14.4441
ZNF212	25.3907	5.90275
ZNF213	8.09795	11.3128
ZNF214	0	0
ZNF215	0	11.133
ZNF217	60.4631	4.58864
ZNF219	0	5.540375
ZNF221	0	0
ZNF222	15.042400250255	0
ZNF223	0	0
ZNF224	38.129	10.5722
ZNF225	0	0
ZNF226	25.1979	6.35794117742
ZNF227	0	0
ZNF229	0	3.34216
ZNF22	0	37.1331
ZNF230	5.54859	0
ZNF232	0	0
ZNF233	0	0
ZNF234	0	0
ZNF235	0	0
ZNF236	8.32022478	0
ZBTB18	36.0942	33.46420204011
ZNF239	0	0
ZNF23	9.38663	0
